OrgUnit,UID,Code,Parent,Short name,Description,Opening date,Closed date,comment,Feature type,Coordinates,URL,Contact person,Address,Email,Phone number
PVT Al-Khairat Private School (31050042),N91Q6Pp9S2W,31050042,RqsATah9zZ6,PVT Al-Khairat Private School (31050042),,2001-01-01,,,,,,,,,
PVT Al-Hadhanat Private Nursery And Primary School Jos (31050033),DsCD8UZNWm8,31050033,RqsATah9zZ6,PVT Al-Hadhanat Private Nursery And Primary Scho,,2008-01-01,,,,,,,,,
PVT Agboola Baptist Church Model School (31050012),aTenEcZ1UC8,31050012,RqsATah9zZ6,PVT Agboola Baptist Church Model School (3105001,,2004-01-01,,,,,,,,,
PVT Abundant Life Academy (31050008),y26Nj0wJU09,31050008,RqsATah9zZ6,PVT Abundant Life Academy (31050008),,2009-01-01,,,,,,,,,
PVT Abubakar Gumi Academy Jos (31050002),Ubu8n5IN0ad,31050002,RqsATah9zZ6,PVT Abubakar Gumi Academy Jos (31050002),,2019-01-01,,,,,,,,,
PVT Bridget Peniel Foundation Ji-Ku Rayfield (31060649),h4CMqxgudKu,31060649,nlldQqQk58h,PVT Bridget Peniel Foundation Ji-Ku Rayfield (31,,2012-01-01,,,,,,,,,
PVT Abunaeema Private School Bukuru (31060647),q5pXGsBRska,31060647,nlldQqQk58h,PVT Abunaeema Private School Bukuru (31060647),,2008-01-01,,,,,,,,,
PVT Hope Academy Schools Kwang Rayfield (31060645),OTMlaDfjvOH,31060645,nlldQqQk58h,PVT Hope Academy Schools Kwang Rayfield (3106064,,2004-01-01,,,,,,,,,
PVT Tim And Kate Leaders Academy Behind Cocin Church Gura-Landoh Jos (31060644),Q37fLVvPlbK,31060644,nlldQqQk58h,PVT Tim And Kate Leaders Academy Behind Cocin Ch,,2019-01-01,,,,,,,,,
PVT Shelton Ville School Kwang Jos (31060643),wkJ3APiLU5R,31060643,nlldQqQk58h,PVT Shelton Ville School Kwang Jos (31060643),,2020-01-01,,,,,,,,,
PVT Assemblies Of God Evangel Private School Gura-Riyom Gyel (31060641),OE2nKF5WX3B,31060641,nlldQqQk58h,PVT Assemblies Of God Evangel Private School Gur,,2010-01-01,,,,,,,,,
PVT Zoe International School Kwata Zawan (31060640),dH16Zjj942L,31060640,nlldQqQk58h,PVT Zoe International School Kwata Zawan (310606,,2021-01-01,,,,,,,,,
PVT Rising Stars Academy (31060638),I4b0ueWE9dP,31060638,nlldQqQk58h,PVT Rising Stars Academy (31060638),,2010-01-01,,,,,,,,,
PVT Adia Global Academy (31060637),i5taDwbIrai,31060637,nlldQqQk58h,PVT Adia Global Academy (31060637),,2022-01-01,,,,,,,,,
PVT Divine-Faith Science Academy Shen Bukuru (31060635),irvOx1aVSVD,31060635,nlldQqQk58h,PVT Divine-Faith Science Academy Shen Bukuru (31,,2018-01-01,,,,,,,,,
PVT Mount Zion Ngbede Academy (31060634),Ipt8llp8HAe,31060634,nlldQqQk58h,PVT Mount Zion Ngbede Academy (31060634),,2015-01-01,,,,,,,,,
PVT Royal Diamond Academy Trade Centre Kuru (31060632),qqrYzbPeWQ5,31060632,nlldQqQk58h,PVT Royal Diamond Academy Trade Centre Kuru (310,,2021-01-01,,,,,,,,,
PVT Sharat Comprehensive School Du (31060630),i7JKnCynpU9,31060630,nlldQqQk58h,PVT Sharat Comprehensive School Du (31060630),,2022-01-01,,,,,,,,,
PVT Glory Treasures International School Rabin-Du (31060629),RFR9OGXuZvZ,31060629,nlldQqQk58h,PVT Glory Treasures International School Rabin-D,,2007-01-01,,,,,,,,,
PVT Lifeway Foundation School Du (31060628),c7kVwayT7s3,31060628,nlldQqQk58h,PVT Lifeway Foundation School Du (31060628),,2014-01-01,,,,,,,,,
PVT Helina International Academy School Kazong-Madu Jos South (31060627),QQ3PdmuUR4x,31060627,nlldQqQk58h,PVT Helina International Academy School Kazong-M,,2022-01-01,,,,,,,,,
PVT Graceway Comprehensive Private School Bukuru Low-Cost Jos (31060625),FqTiPtYWfAQ,31060625,nlldQqQk58h,PVT Graceway Comprehensive Private School Bukuru,,2003-01-01,,,,,,,,,
PRY Local Education Authority Dura Du (31060623),fXIjsedAkyO,31060623,nlldQqQk58h,PRY Local Education Authority Dura Du (31060623),,2017-01-01,,,,,,,,,
PRY Local Education Authority Hwak Kwata Zawan (31060622),QMyJyN6uxSu,31060622,nlldQqQk58h,PRY Local Education Authority Hwak Kwata Zawan (,,2019-01-01,,,,,,,,,
PVT Children Academy Private School (31060619),dE8OY7NU6Br,31060619,nlldQqQk58h,PVT Children Academy Private School (31060619),,1986-01-01,,,,,,,,,
PVT Tender Hearts Academy (31060617),T68HoslsHkx,31060617,nlldQqQk58h,PVT Tender Hearts Academy (31060617),,2013-01-01,,,,,,,,,
PVT Delight Academy And Special Needs Services Jos (31060616),OpPj34mM47b,31060616,nlldQqQk58h,PVT Delight Academy And Special Needs Services J,,2009-01-01,,,,,,,,,
PVT Our Lady Of Fatima Nursray And Primary School (31060615),pmJGazA4Ydg,31060615,nlldQqQk58h,PVT Our Lady Of Fatima Nursray And Primary Schoo,,2013-01-01,,,,,,,,,
PVT New Life Calvary (31060614),fjpnBygra6A,31060614,nlldQqQk58h,PVT New Life Calvary (31060614),,2012-01-01,,,,,,,,,
PVT Cornerstone Academy (31060612),d7GgLylw5cH,31060612,nlldQqQk58h,PVT Cornerstone Academy (31060612),,2015-01-01,,,,,,,,,
PVT Shuna Academy (31060610),ibcZTm2HZlh,31060610,nlldQqQk58h,PVT Shuna Academy (31060610),,2009-01-01,,,,,,,,,
PVT Clapai Christian Academy (31060609),F3ORlXtVLZ8,31060609,nlldQqQk58h,PVT Clapai Christian Academy (31060609),,2006-01-01,,,,,,,,,
PVT Founders International Academy (31060608),Ynuv5Xa9daI,31060608,nlldQqQk58h,PVT Founders International Academy (31060608),,3701-01-01,,,,,,,,,
PVT Ziebok Private High School (31060606),YEgNDgnf0BK,31060606,nlldQqQk58h,PVT Ziebok Private High School (31060606),,2007-01-01,,,,,,,,,
PVT New Covenant Nursery And Primary School Dahwol Dangwong (31060602),wQQbMAODUXb,31060602,nlldQqQk58h,PVT New Covenant Nursery And Primary School Dahw,,2015-01-01,,,,,,,,,
PVT Cocin Private School (31060601),ZdAe4QLEUUS,31060601,nlldQqQk58h,PVT Cocin Private School (31060601),,1988-01-01,,,,,,,,,
PVT Golden Kids International Christian School (31060599),B0qx7f6dqz4,31060599,nlldQqQk58h,PVT Golden Kids International Christian School (,,2018-01-01,,,,,,,,,
PVT The Quiver Learning Centre (31060597),PkW47rjacEc,31060597,nlldQqQk58h,PVT The Quiver Learning Centre (31060597),,2017-01-01,,,,,,,,,
PVT Mutka Future Hope Academy (31060595),FLnZ1pWBf4g,31060595,nlldQqQk58h,PVT Mutka Future Hope Academy (31060595),,2021-01-01,,,,,,,,,
PVT Wagyit Educational And Cultural Advancement Model School (Weca) (31060593),wJxWk3f7IZn,31060593,nlldQqQk58h,PVT Wagyit Educational And Cultural Advancement ,,2019-01-01,,,,,,,,,
PVT Rayfield Private School (31060592),CZNhomPktMh,31060592,nlldQqQk58h,PVT Rayfield Private School (31060592),,1991-01-01,,,,,,,,,
PVT Beauty Of Mercy International Acdamey (Bomia) (31060590),EK1Ien5aZL6,31060590,nlldQqQk58h,PVT Beauty Of Mercy International Acdamey (Bomia,,2016-01-01,,,,,,,,,
PVT Nerat International High School (31060589),pBXeOfPBuDZ,31060589,nlldQqQk58h,PVT Nerat International High School (31060589),,2016-01-01,,,,,,,,,
PVT Premier Acdamey (31060588),heyPkfOwZ2W,31060588,nlldQqQk58h,PVT Premier Acdamey (31060588),,2007-01-01,,,,,,,,,
PVT Selma (31060586),l3hh8WUDmtF,31060586,nlldQqQk58h,PVT Selma (31060586),,2015-01-01,,,,,,,,,
PRY Local Education Authority Bin Rafin Bauna Gyel (31060585),wIZN03zQzaP,31060585,nlldQqQk58h,PRY Local Education Authority Bin Rafin Bauna Gy,,1991-01-01,,,,,,,,,
PVT Cocin Academy Private (31060584),daoQ08VPAmz,31060584,nlldQqQk58h,PVT Cocin Academy Private (31060584),,2012-01-01,,,,,,,,,
PVT Pace Nursery And Primary School School Bukuru (31060583),bcfa2j4ez3y,31060583,nlldQqQk58h,PVT Pace Nursery And Primary School School Bukur,,1997-01-01,,,,,,,,,
PRY Local Government Education Authority Fwagul (31060580),m9eldGhJCbB,31060580,nlldQqQk58h,PRY Local Government Education Authority Fwagul ,,2021-01-01,,,,,,,,,
PVT Blessed Acdamey Comprehensive Nursary And Primary School (31060576),cXNIOWoUFuG,31060576,nlldQqQk58h,PVT Blessed Acdamey Comprehensive Nursary And Pr,,2001-01-01,,,,,,,,,
PVT Divine Grace Academy Chwell (31060574),VEWRGISMmB8,31060574,nlldQqQk58h,PVT Divine Grace Academy Chwell (31060574),,2018-01-01,,,,,,,,,
PVT Rwang Pam Memorial Primary School (31060568),JuOzAWJvgbK,31060568,nlldQqQk58h,PVT Rwang Pam Memorial Primary School (31060568),,1980-01-01,,,,,,,,,
PVT Women Corona Society Primary School (31060564),jkqFS7qaq8X,31060564,nlldQqQk58h,PVT Women Corona Society Primary School (3106056,,1963-01-01,,,,,,,,,
PVT Obed-Edom Royal Academy (31060560),irmPEHNPRs6,31060560,nlldQqQk58h,PVT Obed-Edom Royal Academy (31060560),,2014-01-01,,,,,,,,,
PVT Creative Minds Academy (31060559),R25JhXJaDvC,31060559,nlldQqQk58h,PVT Creative Minds Academy (31060559),,2019-01-01,,,,,,,,,
PVT Cocin Rahwol Divine Faith Academy Raku Sot (31060558),QfhcLlCkRHW,31060558,nlldQqQk58h,PVT Cocin Rahwol Divine Faith Academy Raku Sot (,,2015-01-01,,,,,,,,,
PVT Jed High Land Private School Rankyeng Gyel (31060557),zrlEpHWudvq,31060557,nlldQqQk58h,PVT Jed High Land Private School Rankyeng Gyel (,,2014-01-01,,,,,,,,,
PVT Franciscan Academy Gyero Road Gyel (31060555),cP4gVPLFIs9,31060555,nlldQqQk58h,PVT Franciscan Academy Gyero Road Gyel (31060555,,2018-01-01,,,,,,,,,
PVT Tistok Christian Academy Lyoh Tah Gyel (31060552),wh3Usx0cGyK,31060552,nlldQqQk58h,PVT Tistok Christian Academy Lyoh Tah Gyel (3106,,2017-01-01,,,,,,,,,
PVT Floryville Christian School (31060551),Wx1nB5F5XfS,31060551,nlldQqQk58h,PVT Floryville Christian School (31060551),,2014-01-01,,,,,,,,,
PVT Manje Y Private Nursray And Primary School (31060547),DjvJx5vspOG,31060547,nlldQqQk58h,PVT Manje Y Private Nursray And Primary School (,,2005-01-01,,,,,,,,,
PVT Elim Private Nursray And Primary School (31060545),UMWKUdLlAas,31060545,nlldQqQk58h,PVT Elim Private Nursray And Primary School (310,,2000-01-01,,,,,,,,,
PVT Great Blessing Christian Learning Centre (31060543),il1KcneHwQv,31060543,nlldQqQk58h,PVT Great Blessing Christian Learning Centre (31,,2000-01-01,,,,,,,,,
PVT Marvelous Grammar School (31060540),lePmG9ziLlt,31060540,nlldQqQk58h,PVT Marvelous Grammar School (31060540),,2019-01-01,,,,,,,,,
PVT Hallelujah Brilliant Academy (31060538),EqmNneivkeN,31060538,nlldQqQk58h,PVT Hallelujah Brilliant Academy (31060538),,2020-01-01,,,,,,,,,
PVT Agape Chambers Academy (31060536),aW9EiRqREVH,31060536,nlldQqQk58h,PVT Agape Chambers Academy (31060536),,2007-01-01,,,,,,,,,
PVT Bethel Private School (31060535),bfCbgVAdAMB,31060535,nlldQqQk58h,PVT Bethel Private School (31060535),,2008-01-01,,,,,,,,,
PVT Shiloh Academy Nursery And Primary (31060534),JIVqt8OYTjT,31060534,nlldQqQk58h,PVT Shiloh Academy Nursery And Primary (31060534,,2009-01-01,,,,,,,,,
PVT Rahol Bedu Private School (31060533),TjooGpBhQxb,31060533,nlldQqQk58h,PVT Rahol Bedu Private School (31060533),,2011-01-01,,,,,,,,,
PVT Cocin Lcc Nyango Private School (31060531),oZVIKwkU2Br,31060531,nlldQqQk58h,PVT Cocin Lcc Nyango Private School (31060531),,2002-01-01,,,,,,,,,
PVT Nurnddeen Private School Larato Jos (31060529),vuBVlpJGQJW,31060529,nlldQqQk58h,PVT Nurnddeen Private School Larato Jos (3106052,,1989-01-01,,,,,,,,,
PVT Child Foundation Private (31060528),XX1NnhFGsYd,31060528,nlldQqQk58h,PVT Child Foundation Private (31060528),,1998-01-01,,,,,,,,,
PVT Buken Nursery And Primary School Dwei Du (31060527),fpNTHTs9tn0,31060527,nlldQqQk58h,PVT Buken Nursery And Primary School Dwei Du (31,,2014-01-01,,,,,,,,,
PVT Mutka Solid Foundation Acdamey Namua Abattoir (31060523),SpzVGEGDX5u,31060523,nlldQqQk58h,PVT Mutka Solid Foundation Acdamey Namua Abattoi,,2014-01-01,,,,,,,,,
PVT Beckwin International School Abattoir (31060521),JJf0OWoQUns,31060521,nlldQqQk58h,PVT Beckwin International School Abattoir (31060,,2018-01-01,,,,,,,,,
PVT Peakfield Academy Rayfield (31060517),qRTBqAUD0w6,31060517,nlldQqQk58h,PVT Peakfield Academy Rayfield (31060517),,2018-01-01,,,,,,,,,
PRY Government Science Staff Nursery And Primary School Kuru (31060516),gzLYVoxjwNn,31060516,nlldQqQk58h,PRY Government Science Staff Nursery And Primary,,1996-01-01,,,,,,,,,
PVT Alphabeta Christian School Gyel (31060515),LWLiiYbgRCc,31060515,nlldQqQk58h,PVT Alphabeta Christian School Gyel (31060515),,2010-01-01,,,,,,,,,
PVT Bumble Bees International School (31060514),lfpazIF5fYm,31060514,nlldQqQk58h,PVT Bumble Bees International School (31060514),,2017-01-01,,,,,,,,,
PVT Da Gracia Internation Academy Karra (31060512),IXl53HGw5r3,31060512,nlldQqQk58h,PVT Da Gracia Internation Academy Karra (3106051,,2015-01-01,,,,,,,,,
PVT The Pastors Academy Kang Achik (31060510),KdAVidQKeK4,31060510,nlldQqQk58h,PVT The Pastors Academy Kang Achik (31060510),,2015-01-01,,,,,,,,,
PVT Seed Of Grace Academy Gyel (31060508),gl4x9aIgEyB,31060508,nlldQqQk58h,PVT Seed Of Grace Academy Gyel (31060508),,2010-01-01,,,,,,,,,
PVT Divine Grace Academy Kushe Kuru (31060507),cpzSMv277Vi,31060507,nlldQqQk58h,PVT Divine Grace Academy Kushe Kuru (31060507),,2019-01-01,,,,,,,,,
PVT Zion Gate Convenant Acadremy Gyel (31060503),lyTk2R1MV3e,31060503,nlldQqQk58h,PVT Zion Gate Convenant Acadremy Gyel (31060503),,2018-01-01,,,,,,,,,
PVT Freedom International Academy Gyel (31060502),HSady38wJnr,31060502,nlldQqQk58h,PVT Freedom International Academy Gyel (31060502,,2010-01-01,,,,,,,,,
PVT Faith Academy Cocin (31060501),CuPM7HNN8nC,31060501,nlldQqQk58h,PVT Faith Academy Cocin (31060501),,2021-01-01,,,,,,,,,
PVT Cocin Private School Rankyeng Gyel (31060500),mVRHOML21Ik,31060500,nlldQqQk58h,PVT Cocin Private School Rankyeng Gyel (31060500,,1996-01-01,,,,,,,,,
PVT Rahwol Sele Academy Bydl (31060498),UsrQrBPkdUA,31060498,nlldQqQk58h,PVT Rahwol Sele Academy Bydl (31060498),,2017-01-01,,,,,,,,,
PVT Favour International Acdamey Nursray And Primary School Kwata Zawan (31060496),FhKN2pPu9Pg,31060496,nlldQqQk58h,PVT Favour International Acdamey Nursray And Pri,,2008-01-01,,,,,,,,,
PVT Monarch International Christian Academy (31060494),dEOszHHmsVX,31060494,nlldQqQk58h,PVT Monarch International Christian Academy (310,,2012-01-01,,,,,,,,,
PVT Niri Ntyang Zion Academy (31060493),KxkNtGCY9Tp,31060493,nlldQqQk58h,PVT Niri Ntyang Zion Academy (31060493),,2018-01-01,,,,,,,,,
PVT Hephzibah Christian School (31060492),bfdt22UOTFM,31060492,nlldQqQk58h,PVT Hephzibah Christian School (31060492),,1999-01-01,,,,,,,,,
PVT City Harvest International Nursray And Primary School (31060491),f03pMWR4Jgu,31060491,nlldQqQk58h,PVT City Harvest International Nursray And Prima,,2009-01-01,,,,,,,,,
PRY Local Education Authority Du (31060490),NZEXCgpAwcE,31060490,nlldQqQk58h,PRY Local Education Authority Du (31060490),,1947-01-01,,,,,,,,,
PVT Grace Academy Nursery And Primary School Dazek (31060488),GiHFQQkj5JF,31060488,nlldQqQk58h,PVT Grace Academy Nursery And Primary School Daz,,2008-01-01,,,,,,,,,
PVT Wunato Private Primary School Gyel (31060485),uybHdysZpTl,31060485,nlldQqQk58h,PVT Wunato Private Primary School Gyel (31060485,,1995-01-01,,,,,,,,,
PVT Prime Eagle Christian Academy (Peca) Gyel (31060483),ZNXJ4xq36Dh,31060483,nlldQqQk58h,PVT Prime Eagle Christian Academy (Peca) Gyel (3,,2014-01-01,,,,,,,,,
PVT Cocin Unity Academy Private (31060472),geG0z0IC7DL,31060472,nlldQqQk58h,PVT Cocin Unity Academy Private (31060472),,2021-01-01,,,,,,,,,
PVT Davwu Gifted Academy (31060471),CyBkD1JLSc9,31060471,nlldQqQk58h,PVT Davwu Gifted Academy (31060471),,2021-01-01,,,,,,,,,
PVT Kids Of Hope School (31060470),t97fD442UZq,31060470,nlldQqQk58h,PVT Kids Of Hope School (31060470),,2016-01-01,,,,,,,,,
PVT Divine Academy (31060469),jLSUYaOKjQl,31060469,nlldQqQk58h,PVT Divine Academy (31060469),,2021-01-01,,,,,,,,,
PVT Sele Nei Begwa Academy (31060468),ZCuNjoDcSa3,31060468,nlldQqQk58h,PVT Sele Nei Begwa Academy (31060468),,2011-01-01,,,,,,,,,
PVT Mount Sinai Primary Sschool Daron (31060467),K2SyV6BYiz5,31060467,nlldQqQk58h,PVT Mount Sinai Primary Sschool Daron (31060467),,2017-01-01,,,,,,,,,
PVT Fufilled Promise Of God Acade (31060465),KzltZWOjJsJ,31060465,nlldQqQk58h,PVT Fufilled Promise Of God Acade (31060465),,2018-01-01,,,,,,,,,
PRY Psubeb Model School A Gero Road Bukuru (31060464),Bs448gzG509,31060464,nlldQqQk58h,PRY Psubeb Model School A Gero Road Bukuru (3106,,2002-01-01,,,,,,,,,
PVT Yedi Private Primary School (31060452),gM6CTmeuJS3,31060452,nlldQqQk58h,PVT Yedi Private Primary School (31060452),,2003-01-01,,,,,,,,,
PVT Wisdom Private School (31060450),ujCgGeby6Rs,31060450,nlldQqQk58h,PVT Wisdom Private School (31060450),,2004-01-01,,,,,,,,,
PVT White Diamond Academy (31060448),mf4P5l7GERP,31060448,nlldQqQk58h,PVT White Diamond Academy (31060448),,2017-01-01,,,,,,,,,
PVT Wanato Private School (31060445),j2uBxYuyYtW,31060445,nlldQqQk58h,PVT Wanato Private School (31060445),,2000-01-01,,,,,,,,,
PVT Vwang Private School (31060443),wRBXJKHkkQF,31060443,nlldQqQk58h,PVT Vwang Private School (31060443),,1996-01-01,,,,,,,,,
PVT Vineyard Academy (31060442),xcQ9NGk73XX,31060442,nlldQqQk58h,PVT Vineyard Academy (31060442),,2009-01-01,,,,,,,,,
PVT Victory Baptist Academy (31060438),EbeMb6nh2BH,31060438,nlldQqQk58h,PVT Victory Baptist Academy (31060438),,2017-01-01,,,,,,,,,
PVT Victory Academy Nursery And Primary School (31060436),RXlugQUDyBs,31060436,nlldQqQk58h,PVT Victory Academy Nursery And Primary School (,,2007-01-01,,,,,,,,,
PVT Vei-Nerat Primary School (31060433),rlXhRgJxYOK,31060433,nlldQqQk58h,PVT Vei-Nerat Primary School (31060433),,2010-01-01,,,,,,,,,
PVT Vom Christian Hospital Staff School (31060432),GitMZxwBbrJ,31060432,nlldQqQk58h,PVT Vom Christian Hospital Staff School (3106043,,1994-01-01,,,,,,,,,
PVT Unity Private School (31060431),VfLs5eKeAW7,31060431,nlldQqQk58h,PVT Unity Private School (31060431),,1996-01-01,,,,,,,,,
PVT The Lords International School Manila (31060424),r6RPu9vXu6S,31060424,nlldQqQk58h,PVT The Lords International School Manila (31060,,1994-01-01,,,,,,,,,
PVT Tcnn Staff Nursery And Primary School Bukuru (31060422),jchFWMDTN9b,31060422,nlldQqQk58h,PVT Tcnn Staff Nursery And Primary School Bukuru,,1995-01-01,,,,,,,,,
PVT Success Brilliant School (31060413),QNIjQWYAbBb,31060413,nlldQqQk58h,PVT Success Brilliant School (31060413),,2011-01-01,,,,,,,,,
PVT Startime School (31060412),krsgrbW7VrY,31060412,nlldQqQk58h,PVT Startime School (31060412),,2010-01-01,,,,,,,,,
PRY St Williams Zawan Primary School Zawan (31060408),ycipqLs1P3I,31060408,nlldQqQk58h,PRY St Williams Zawan Primary School Zawan (3106,,1962-01-01,,,,,,,,,
PRY St Thomas Shen Primary School Shen (31060407),bvn2Ze9m8WD,31060407,nlldQqQk58h,PRY St Thomas Shen Primary School Shen (31060407,,1943-01-01,,,,,,,,,
PRY St Peters Bukuru Primary School Bukuru (31060406),uBlFFMy7gWZ,31060406,nlldQqQk58h,PRY St Peters Bukuru Primary School Bukuru (3106,,1926-01-01,,,,,,,,,
PVT St Matthews Nursery And Primary School (31060405),KjnKNkzsRug,31060405,nlldQqQk58h,PVT St Matthews Nursery And Primary School (3106,,2002-01-01,,,,,,,,,
PRY St Josephs Primary School (31060404),qZE0xU8JAjH,31060404,nlldQqQk58h,PRY St Josephs Primary School (31060404),,1948-01-01,,,,,,,,,
PRY St Josephs Du Primary School Du (31060403),cHwsvbF7aYw,31060403,nlldQqQk58h,PRY St Josephs Du Primary School Du (31060403),,1945-01-01,,,,,,,,,
PRY St Johns Roman Catholic Mission Primary School Turu (31060402),sGPLiamONq1,31060402,nlldQqQk58h,PRY St Johns Roman Catholic Mission Primary Scho,,1965-01-01,,,,,,,,,
PRY St Johns Rcm Dilimi Primary School Dilimi (31060401),sG2vgpFAvow,31060401,nlldQqQk58h,PRY St Johns Rcm Dilimi Primary School Dilimi (3,,1946-01-01,,,,,,,,,
PRY St Jarlaths Bukuru Primary School Bukuru (31060399),HBzWCT5arRI,31060399,nlldQqQk58h,PRY St Jarlaths Bukuru Primary School Bukuru (31,,1975-01-01,,,,,,,,,
PRY St Georges Rayfield Primary School R/Field (31060398),QvGM6fc4djh,31060398,nlldQqQk58h,PRY St Georges Rayfield Primary School R/Field (,,1948-01-01,,,,,,,,,
PRY St Andrew Primary School K/Vom (31060393),d60vWZlKNRG,31060393,nlldQqQk58h,PRY St Andrew Primary School K/Vom (31060393),,2009-01-01,,,,,,,,,
PVT St Monicas Academy Rantya (31060389),MyumTCfeekL,31060389,nlldQqQk58h,PVT St Monicas Academy Rantya (31060389),,1999-01-01,,,,,,,,,
PVT St Peter Demonstration School Chugwi (31060386),yszigUnxhCF,31060386,nlldQqQk58h,PVT St Peter Demonstration School Chugwi (310603,,2011-01-01,,,,,,,,,
PVT St Augustine Private School (31060385),zk8HjYcN7RB,31060385,nlldQqQk58h,PVT St Augustine Private School (31060385),,2016-01-01,,,,,,,,,
PRY Subeb Demonstration Model School Shehe (31060380),Gw00qo3rYrB,31060380,nlldQqQk58h,PRY Subeb Demonstration Model School Shehe (3106,,2005-01-01,,,,,,,,,
PVT Shalom Best Private School (31060377),u85jIVA7VJU,31060377,nlldQqQk58h,PVT Shalom Best Private School (31060377),,2007-01-01,,,,,,,,,
PVT Ryang Ndet Private School Vwang (31060369),YOxH59W2RNX,31060369,nlldQqQk58h,PVT Ryang Ndet Private School Vwang (31060369),,2015-01-01,,,,,,,,,
PVT Royal Crown Academy Rayfield (31060368),BzKG4FKO53b,31060368,nlldQqQk58h,PVT Royal Crown Academy Rayfield (31060368),,2005-01-01,,,,,,,,,
PVT Royal Ambassador School (31060366),YhIPftn3lLx,31060366,nlldQqQk58h,PVT Royal Ambassador School (31060366),,2003-01-01,,,,,,,,,
PVT Blessed Loyal Kids International Academy Chuni (31060365),o0RtNlS8AYG,31060365,nlldQqQk58h,PVT Blessed Loyal Kids International Academy Chu,,2016-01-01,,,,,,,,,
PRY Roman Catholic Mission Transffered Primary School Giring (31060363),CWztpfGBQZO,31060363,nlldQqQk58h,PRY Roman Catholic Mission Transffered Primary S,,1948-01-01,,,,,,,,,
PRY Roman Catholic Mission School Zarmaganda (31060362),jnVELSOzrdh,31060362,nlldQqQk58h,PRY Roman Catholic Mission School Zarmaganda (31,,1958-01-01,,,,,,,,,
